id,category,subcategory,food_name,local_name,aliases,serving_size,serving_unit,weight_g,calories_kcal,protein_g,carbohydrates_g,fat_g,dietary_fiber_g,total_sugars_g,saturated_fat_g,sodium_mg,cholesterol_mg,food_type,source,ingredients
2421,Proteins,Red Meat,Lamb Leg Cooked,,"lamb leg cooked, bakra, lamb-leg-cooked, mutton",100,g,100,684,67.7,0,43.7,0,0,18.3,200,246,Meals / Prepared Food,curated,Mutton/Lamb
2422,Proteins,Red Meat,Lamb Loin Cooked,,"lamb loin cooked, bakra, lamb-loin-cooked, mutton",100,g,100,202,16.1,0,14.8,0,0,6.3,89,64,Meals / Prepared Food,curated,Mutton/Lamb
2423,Proteins,Red Meat,Lamb Loin Raw,,"lamb loin raw, bakra, lamb-loin-raw, mutton",100,g,100,88,4.6,0,7.5,0,0,3.3,3,21,Raw,curated,Mutton/Lamb
2424,Proteins,Red Meat,Lamb Lungs Cooked,,"lamb lungs cooked, bakra, lamb-lungs-cooked, mutton",100,g,100,431,75.7,0,11.8,0,0,4,300,1082,Meals / Prepared Food,curated,Mutton/Lamb
2425,Proteins,Red Meat,Lamb Meat Cooked,,"lamb meat cooked, bakra, lamb-meat-cooked, mutton",100,g,100,678,63.8,0,45,0,0,18.6,200,240,Meals / Prepared Food,curated,Mutton/Lamb
2426,Proteins,Red Meat,Lamb Pancreas Cooked,,"lamb pancreas cooked, bakra, lamb-pancreas-cooked, mutton",100,g,100,541,52.7,0,34.9,0,0,15.8,100,924,Meals / Prepared Food,curated,Mutton/Lamb
2427,Proteins,Red Meat,Lamb Rib Cooked,,"lamb rib cooked, bakra, lamb-rib-cooked, mutton",100,g,100,915,53.9,0,76,0,0,32.6,200,247,Meals / Prepared Food,curated,Mutton/Lamb
2428,Proteins,Red Meat,Lamb Shank Raw,,"lamb shank raw, bakra, lamb-shank-raw, mutton",100,g,100,912,84.3,0,61.2,0,0,26.3,300,304,Raw,curated,Mutton/Lamb
2429,Proteins,Red Meat,Lamb Shank Roasted,,"lamb shank roasted, bakra, lamb-shank-roasted, mutton",100,g,100,605,71,0,33.5,0,0,13.7,200,242,Meals / Prepared Food,curated,Mutton/Lamb
2430,Proteins,Red Meat,Lamb Shoulder Cooked,,"lamb shoulder cooked, bakra, lamb-shoulder-cooked, mutton",100,g,100,750,62.5,0,53.5,0,0,22.5,200,253,Meals / Prepared Food,curated,Mutton/Lamb
2431,Proteins,Red Meat,Lamb Sirloin Cooked,,"lamb sirloin cooked, bakra, lamb-sirloin-cooked, mutton",100,g,100,765,64.5,0,54.2,0,0,22.9,200,254,Meals / Prepared Food,curated,Mutton/Lamb
2432,Proteins,Red Meat,Lamb Tongue Cooked,,"lamb tongue cooked, bakra, lamb-tongue-cooked, mutton",100,g,100,701,55,0,51.7,0,0,20,200,482,Meals / Prepared Food,curated,Mutton/Lamb
2433,Proteins,Red Meat,Lamp Spleen Cooked,,"lamp spleen cooked, lamp-spleen-cooked",100,g,100,460,78.1,0,14.1,0,0,4.7,200,1136,Meals / Prepared Food,curated,Lamp Spleen
2434,Proteins,Red Meat,Lebanon Bologna,,"lebanon bologna, lebanon bolognas, lebanon-bologna",100,g,100,98,10.8,0.3,6,0,0,1.6,800,31,Meals / Prepared Food,curated,Lebanon Bologna
2435,Proteins,Red Meat,Luncheon Meat Beef,,"luncheon meat beef, luncheon meat beefs, luncheon-meat-beef",100,g,100,10,1.8,0,0.3,0,0,0.1,100,3,Meals / Prepared Food,curated,Beef
2436,Proteins,Red Meat,Luncheon Meat Pork Beef,,"luncheon meat pork beef, luncheon meat pork beefs, luncheon-meat-pork-beef",100,g,100,99,3.5,0.7,9,0,0,3.2,400,15,Meals / Prepared Food,curated,"Beef, Pork"
2437,Proteins,Red Meat,Luxury Loaf,,"luxury loaf, luxury loafs, luxury-loaf",100,g,100,39,5.2,1.4,1.3,0,0,0.4,300,10,Raw,curated,Luxury Loaf
2438,Proteins,Red Meat,Meat Extender,,"meat extender, meat extenders, meat-extender",100,g,100,275,33.5,33.7,2.6,15.4,0,0.4,41,0,Raw,curated,Meat Extender
2439,Proteins,Red Meat,Meat Ravioli Canned,,"meat ravioli canned, meat-ravioli-canned",100,g,100,259,8.9,36,8.9,4.2,6.3,3.7,900,13,Meals / Prepared Food,curated,Meat Ravioli
2440,Proteins,Red Meat,Minced Ham,,"minced ham, minced hams, minced-ham",100,g,100,55,3.4,0.4,4.3,0,0,1.5,300,15,Raw,curated,Pork
2441,Proteins,Red Meat,Mock Tender Steak Cooked,,"mock tender steak cooked, mock-tender-steak-cooked",100,g,100,137,21.9,0,4.9,0,0,1.5,28,55,Meals / Prepared Food,curated,Mock Tender Steak
2442,Proteins,Red Meat,Mock Tender Steak Raw,,"mock tender steak raw, mock-tender-steak-raw",100,g,100,244,42.2,0,8.3,0,0,3.6,200,133,Raw,curated,Mock Tender Steak
2443,Proteins,Red Meat,Mortadella,,"mortadella, mortadellas",100,g,100,47,2.5,0.5,3.8,0,0,1.4,200,8,Raw,curated,Mortadella
2444,Proteins,Red Meat,Mozzarella Steak Fried,,"mozzarella steak fried, mozzarella-steak-fried",100,g,100,102,4.6,7.7,5.9,0.6,0.7,2.2,200,10,Meals / Prepared Food,curated,Mozzarella Steak
2445,Proteins,Red Meat,Mutton Cooked,,"mutton cooked, bakra, mutton, mutton-cooked",100,g,100,66,9.5,0,3.1,0,0,1.5,70,31,Meals / Prepared Food,curated,Mutton/Lamb
2446,Proteins,Red Meat,Pastrami Beef,,"pastrami beef, pastrami beefs, pastrami-beef",100,g,100,104,15.5,0.3,4.1,0,0.1,1.9,800,48,Meals / Prepared Food,curated,Beef
2447,Proteins,Red Meat,Pastrami Beef Fat Free,,"pastrami beef fat free, pastrami beef fat frees, pastrami-beef-fat-free",100,g,100,9,1.9,0.1,0.1,0,0,0,5,4,Meals / Prepared Food,curated,Beef
2448,Proteins,Red Meat,Peppered Loaf,,"peppered loaf, peppered loafs, peppered-loaf",100,g,100,42,4.9,1.3,1.8,0,1.3,0.6,200,13,Raw,curated,Peppered Loaf
2449,Proteins,Red Meat,Picnic Loaf,,"picnic loaf, picnic loafs, picnic-loaf",100,g,100,65,4.2,1.3,4.7,0,0,1.7,300,11,Raw,curated,Picnic Loaf
2450,Proteins,Red Meat,Pork Beef Salami,,"pork beef salami, pork beef salamis, pork-beef-salami",100,g,100,37,2.1,0.1,3.1,0,0,1.1,200,11,Meals / Prepared Food,curated,"Beef, Pork"
2451,Proteins,Red Meat,Pork Beef Salami Cooked,,"pork beef salami cooked, pork-beef-salami-cooked",100,g,100,41,2.7,0.3,3.2,0,0.1,1.1,200,11,Meals / Prepared Food,curated,"Beef, Pork"
2452,Proteins,Red Meat,Pork Blade Chops Cooked,,"pork blade chops cooked, pork-blade-chops-cooked",100,g,100,265,32.4,1.1,14.6,0,0,4.3,72,101,Meals / Prepared Food,curated,Pork
2453,Proteins,Red Meat,Pork Blade Chops Raw,,"pork blade chops raw, pork-blade-chops-raw",100,g,100,376,55.8,0,15.4,0,0,5.2,200,155,Raw,curated,Pork
2454,Proteins,Red Meat,Pork Blade Steak Braised,,"pork blade steak braised, pork blade steak braiseds, pork-blade-steak-braised",100,g,100,694,68.2,0.1,44.7,0,0,16.6,400,256,Meals / Prepared Food,curated,Pork
2455,Proteins,Red Meat,Pork Blade Steak Raw,,"pork blade steak raw, pork-blade-steak-raw",100,g,100,664,67.6,0.6,43.7,0,0,15.4,600,244,Raw,curated,Pork
2456,Proteins,Red Meat,Pork Bologna,,"pork bologna, pork bolognas, pork-bologna",100,g,100,69,4.3,0.2,5.6,0,0,1.9,300,16,Meals / Prepared Food,curated,Pork
2457,Proteins,Red Meat,Pork Boston Roast Cooked,,"pork boston roast cooked, pork-boston-roast-cooked",100,g,100,705,60.5,0,49.4,0,0,18.3,200,225,Meals / Prepared Food,curated,Pork
2458,Proteins,Red Meat,Pork Boston Steaks Cooked,,"pork boston steaks cooked, pork-boston-steaks-cooked",100,g,100,438,43.2,0,28.1,0,0,10.1,100,161,Meals / Prepared Food,curated,Pork
2459,Proteins,Red Meat,Pork Brain Cooked,,"pork brain cooked, pork-brain-cooked",100,g,100,527,46.4,0,36.3,0,0,8.2,300,3000,Meals / Prepared Food,curated,Pork
2460,Proteins,Red Meat,Pork Breakfast Strips Cooked,,"pork breakfast strips cooked, pork-breakfast-strips-cooked",100,g,100,52,3.3,0.1,4.1,0,0,1.4,200,12,Meals / Prepared Food,curated,Pork
2461,Proteins,Red Meat,Pork Breakfast Strips Raw,,"pork breakfast strips raw, pork-breakfast-strips-raw",100,g,100,88,2.7,0.2,8.4,0,0,2.9,200,16,Raw,curated,Pork
2462,Proteins,Red Meat,Pork Centre Loin Chops Cooked,,"pork centre loin chops cooked, pork-centre-loin-chops-cooked",100,g,100,328,40.2,0,17.4,0,0,5.5,65,132,Meals / Prepared Food,curated,Pork
2463,Proteins,Red Meat,Pork Centre Loin Chops Raw,,"pork centre loin chops raw, pork-centre-loin-chops-raw",100,g,100,338,41.2,0,18,0,0,6,100,137,Raw,curated,Pork
2464,Proteins,Red Meat,Pork Centre Rib Roasts Raw,,"pork centre rib roasts raw, pork-centre-rib-roasts-raw",100,g,100,275,44,0,9.7,0,0,3.3,100,113,Raw,curated,Pork
2465,Proteins,Red Meat,Pork Chitterlings Cooked,,"pork chitterlings cooked, pork-chitterlings-cooked",100,g,100,66,3.5,0,5.8,0,0,2.7,78,78,Meals / Prepared Food,curated,Pork
2466,Proteins,Red Meat,Pork Country Style Ribs Cooked,,"pork country style ribs cooked, pork-country-style-ribs-cooked",100,g,100,235,22.8,0,15.2,0,0,5.4,49,89,Meals / Prepared Food,curated,Pork
2467,Proteins,Red Meat,Pork Country Style Ribs Raw,,"pork country style ribs raw, pork-country-style-ribs-raw",100,g,100,242,24.8,0,15.1,0,0,3,61,95,Raw,curated,Pork
2468,Proteins,Red Meat,Pork Ears Cooked,,"pork ears cooked, pork-ears-cooked",100,g,100,184,17.7,0.2,12,0,0,4.3,200,100,Meals / Prepared Food,curated,Pork
2469,Proteins,Red Meat,Pork Feet Cooked,,"pork feet cooked, pork-feet-cooked",100,g,100,67,6.2,0,4.5,0,0,1.2,46,30,Meals / Prepared Food,curated,Pork
2470,Proteins,Red Meat,Pork Heart Cooked,,"pork heart cooked, pork-heart-cooked",100,g,100,215,34.2,0.6,7.3,0,0,1.9,53,320,Meals / Prepared Food,curated,Pork
2471,Proteins,Red Meat,Pork Kidneys Cooked,,"pork kidneys cooked, pork-kidneys-cooked",100,g,100,211,35.6,0,6.6,0,0,2.1,100,672,Meals / Prepared Food,curated,Pork
2472,Proteins,Red Meat,Pork Leg Cap Steak Cooked,,"pork leg cap steak cooked, pork-leg-cap-steak-cooked",100,g,100,307,53.5,0,8.6,0,0,2.6,100,157,Meals / Prepared Food,curated,Pork
2473,Proteins,Red Meat,Pork Leg Cap Steak Raw,,"pork leg cap steak raw, pork-leg-cap-steak-raw",100,g,100,284,50,0,7.8,0,0,2.7,200,146,Raw,curated,Pork
2474,Proteins,Red Meat,Pork Liver Cooked,,"pork liver cooked, pork-liver-cooked",100,g,100,584,92.1,13.3,15.6,0,0,5,200,1257,Meals / Prepared Food,curated,Pork
2475,Proteins,Red Meat,Pork Loin Cooked,,"pork loin cooked, pork-loin-cooked",100,g,100,213,24.2,0,12.1,0,0,4.5,77,71,Meals / Prepared Food,curated,Pork
2476,Proteins,Red Meat,Pork Loin Raw,,"pork loin raw, pork-loin-raw",100,g,100,232,23.1,0,14.7,0,0,5.1,3,74,Raw,curated,Pork
2477,Proteins,Red Meat,Pork Lungs Cooked,,"pork lungs cooked, pork-lungs-cooked",100,g,100,297,49.8,0,9.3,0,0,3.3,200,1161,Meals / Prepared Food,curated,Pork
2478,Proteins,Red Meat,Pork Meat Cooked,,"pork meat cooked, pork-meat-cooked",100,g,100,283,14.1,0,14.1,0,0,4.4,700,113,Meals / Prepared Food,curated,Pork
2479,Proteins,Red Meat,Pork Meat Raw,,"pork meat raw, pork-meat-raw",100,g,100,179,2.6,0,18.6,0,0,6.2,21,20,Raw,curated,Pork
2480,Proteins,Red Meat,Pork Olive Loaf,,"pork olive loaf, pork olive loafs, pork-olive-loaf",100,g,100,66,3.3,2.6,4.6,0,0,1.6,300,11,Raw,curated,Pork
2481,Proteins,Red Meat,Pork Pancreas Cooked,,"pork pancreas cooked, pork-pancreas-cooked",100,g,100,537,69.8,0,26.5,0,0,9.1,100,772,Meals / Prepared Food,curated,Pork
2482,Proteins,Red Meat,Pork Salami,,"pork salami, pork salamis, pork-salami",100,g,100,41,2.3,0.2,3.4,0,0,1.2,200,8,Meals / Prepared Food,curated,Pork
2483,Proteins,Red Meat,Pork Shoulder Cooked,,"pork shoulder cooked, pork-shoulder-cooked",100,g,100,394,31.4,0,28.9,0,0,10.6,1,122,Meals / Prepared Food,curated,Pork
2484,Proteins,Red Meat,Pork Sirloin Chops Cooked,,"pork sirloin chops cooked, pork-sirloin-chops-cooked",100,g,100,140,23.3,0,4.5,0,0,1.5,1,66,Meals / Prepared Food,curated,Pork
2485,Proteins,Red Meat,Pork Skin,,"pork skin, pork skins, pork-skin",100,g,100,154,17.3,0,8.9,0,0,3.2,500,27,Raw,curated,Pork
2486,Proteins,Red Meat,Pork Spareribs Cooked,,"pork spareribs cooked, pork-spareribs-cooked",100,g,100,703,51.4,0,53.6,0,0,19.7,200,214,Meals / Prepared Food,curated,Pork
2487,Proteins,Red Meat,Pork Splean Cooked,,"pork splean cooked, pork-splean-cooked",100,g,100,446,84.3,0,9.6,0,0,3.2,300,1507,Meals / Prepared Food,curated,Pork
2488,Proteins,Red Meat,Pork Stomach Cooked,,"pork stomach cooked, pork-stomach-cooked",100,g,100,44,6.1,0,2.1,0,0,0.8,35,89,Meals / Prepared Food,curated,Pork
2489,Proteins,Red Meat,Pork Tenderloin Cooked,,"pork tenderloin cooked, pork-tenderloin-cooked",100,g,100,153,22.7,0,6.2,0,0,2.2,91,71,Meals / Prepared Food,curated,Pork
2490,Proteins,Red Meat,Pork Tongue Cooked,,"pork tongue cooked, pork-tongue-cooked",100,g,100,626,55.7,0,43,0,0,14.9,300,337,Meals / Prepared Food,curated,Pork
2491,Proteins,Red Meat,Pork Top Loin Chops Cooked,,"pork top loin chops cooked, pork-top-loin-chops-cooked",100,g,100,270,39.4,0,11.2,0,0,4.3,64,97,Meals / Prepared Food,curated,Pork
2492,Proteins,Red Meat,Pork Top Loin Chops Raw,,"pork top loin chops raw, pork-top-loin-chops-raw",100,g,100,287,39.9,0,12.8,0,0,4.5,99,124,Raw,curated,Pork
2493,Proteins,Red Meat,Porterhouse Steak Cooked,,"porterhouse steak cooked, porterhouse-steak-cooked",100,g,100,235,20.4,0,16.4,0,0,6.2,85,57,Meals / Prepared Food,curated,Porterhouse Steak
2494,Proteins,Red Meat,Rib Eye Steak Grilled,,"rib eye steak grilled, rib-eye-steak-grilled",100,g,100,680,62.4,0,47.7,0,0,21.2,100,196,Meals / Prepared Food,curated,Rib Eye Steak
2495,Proteins,Red Meat,Rib Eye Steak Raw,,"rib eye steak raw, rib-eye-steak-raw",100,g,100,743,62.8,0.4,54.5,0,0,24,200,222,Raw,curated,Rib Eye Steak
2496,Proteins,Red Meat,Salt Pork Raw,,"salt pork raw, salt-pork-raw",100,g,100,212,1.4,0,22.8,0,0,8.3,800,24,Raw,curated,Pork
2497,Proteins,Red Meat,Sausage Mcgriddles Mcdonalds,,"sausage mcgriddles mcdonalds, sausage mcgriddles mcdonald, sausage mcgriddles mcdonaldses, sausage-mcgriddles-mcdonalds",100,g,100,421,11.4,42.2,24,1.4,15.2,7.3,1000,32,Meals / Prepared Food,curated,Pork
2498,Proteins,Red Meat,Sausage Mcmuffin Mcdonalds,,"sausage mcmuffin mcdonalds, sausage mcmuffin mcdonald, sausage mcmuffin mcdonaldses, sausage-mcmuffin-mcdonalds",100,g,100,383,14.6,28.2,24.2,1.6,2.2,8.3,800,45,Meals / Prepared Food,curated,Pork
2499,Proteins,Red Meat,Sausage Patty Mcdonalds,,"sausage patty mcdonalds, sausage patty mcdonald, sausage patty mcdonaldses, sausage-patty-mcdonalds",100,g,100,115,4.3,0.4,11.2,0,0.1,3.6,200,21,Meals / Prepared Food,curated,Pork
2500,Proteins,Red Meat,Scrapple,,"scrapple, scrapples",100,g,100,60,2.3,4,3.9,0.1,0.1,1.3,100,14,Raw,curated,Scrapple
2501,Proteins,Red Meat,Sirloin Steak,,"sirloin steak, sirloin steaks, sirloin-steak",100,g,100,324,49.5,0,14.1,0,0,5.2,600,144,Raw,curated,Sirloin Steak
2502,Proteins,Red Meat,Squab Meat Raw,,"squab meat raw, squab-meat-raw",100,g,100,585,36.8,0,47.4,0,0,16.8,100,189,Raw,curated,Squab Meat
2503,Proteins,Red Meat,Sweet Sour Pork,,"sweet sour pork, sweet sour porks, sweet-sour-pork",100,g,100,38,1.2,3.3,2.2,0.1,1.4,0.4,3,3,Raw,curated,Pork
2504,Proteins,Red Meat,Veal Brain Cooked,,"veal brain cooked, veal-brain-cooked",100,g,100,461,38.9,0,32.6,0,0,7.4,500,3000,Meals / Prepared Food,curated,Veal Brain
2505,Proteins,Red Meat,Veal Breast Cooked,,"veal breast cooked, veal-breast-cooked",100,g,100,753,76.3,0,47.5,0,0,18.5,200,320,Meals / Prepared Food,curated,Veal Breast
2506,Proteins,Red Meat,Veal Breast Raw,,"veal breast raw, veal-breast-raw",100,g,100,943,79.2,0,66.9,0,0,26.7,300,322,Raw,curated,Veal Breast
2507,Proteins,Red Meat,Veal Heart Cooked,,"veal heart cooked, veal-heart-cooked",100,g,100,368,57.7,0.3,13.4,0,0,3.6,100,348,Meals / Prepared Food,curated,Veal Heart
2508,Proteins,Red Meat,Veal Kidneys Cooked,,"veal kidneys cooked, veal-kidneys-cooked",100,g,100,300,48.4,0,10.4,0,0,3.2,200,1455,Meals / Prepared Food,curated,Veal Kidneys
2509,Proteins,Red Meat,Veal Leg Round Cooked,,"veal leg round cooked, veal-leg-round-cooked",100,g,100,574,98.4,0,17.2,0,0,6.9,200,364,Meals / Prepared Food,curated,Veal Leg Round
2510,Proteins,Red Meat,Veal Leg Round Raw,,"veal leg round raw, veal-leg-round-raw",100,g,100,531,95.2,0,14,0,0,5.4,300,354,Raw,curated,Veal Leg Round
2511,Proteins,Red Meat,Veal Liver Cooked,,"veal liver cooked, veal-liver-cooked",100,g,100,154,22.7,3,5,0,0,1.6,46,409,Meals / Prepared Food,curated,Veal Liver
2512,Proteins,Red Meat,Veal Loin Cooked,,"veal loin cooked, veal-loin-cooked",100,g,100,80,8.5,0,4.9,0,0,1.9,1,33,Meals / Prepared Food,curated,Veal Loin
2513,Proteins,Red Meat,Veal Loin Raw,,"veal loin raw, veal-loin-raw",100,g,100,46,5.3,0,2.6,0,0,1.1,79,22,Raw,curated,Veal Loin
2514,Proteins,Red Meat,Veal Lungs Cooked,,"veal lungs cooked, veal-lungs-cooked",100,g,100,312,56.2,0,7.9,0,0,2.7,200,789,Meals / Prepared Food,curated,Veal Lungs
2515,Proteins,Red Meat,Veal Meat Cooked,,"veal meat cooked, veal-meat-cooked",100,g,100,483,62.9,0,23.8,0,0,8.9,200,238,Meals / Prepared Food,curated,Veal Meat
2516,Proteins,Red Meat,Veal Meat Raw,,"veal meat raw, veal-meat-raw",100,g,100,653,87.8,0,30.7,0,0,12.7,400,372,Raw,curated,Veal Meat
2517,Proteins,Red Meat,Veal Pancreas Cooked,,"veal pancreas cooked, veal-pancreas-cooked",100,g,100,614,69.8,0,35,0,0,12,200,0,Meals / Prepared Food,curated,Veal Pancreas
2518,Proteins,Red Meat,Veal Rib Cooked,,"veal rib cooked, veal-rib-cooked",100,g,100,444,57.4,0,22.2,0,0,8.8,200,246,Meals / Prepared Food,curated,Veal Rib
2519,Proteins,Red Meat,Veal Rib Raw,,"veal rib raw, veal-rib-raw",100,g,100,735,85.5,0,40.9,0,0,16.8,400,372,Raw,curated,Veal Rib
2520,Proteins,Red Meat,Veal Shank Cooked,,"veal shank cooked, veal-shank-cooked",100,g,100,371,61.2,0,12,0,0,4,200,241,Meals / Prepared Food,curated,Veal Shank
2521,Proteins,Red Meat,Veal Shank Raw,,"veal shank raw, veal-shank-raw",100,g,100,513,86.9,0,15.8,0,0,4.8,400,340,Raw,curated,Veal Shank
2522,Proteins,Red Meat,Veal Shoulder Cooked,,"veal shoulder cooked, veal-shoulder-cooked",100,g,100,435,61.2,0,19.4,0,0,7.2,200,241,Meals / Prepared Food,curated,Veal Shoulder
2523,Proteins,Red Meat,Veal Shoulder Raw,,"veal shoulder raw, veal-shoulder-raw",100,g,100,0,0,0,0,0,0,0,0,0,Raw,curated,Veal Shoulder
2524,Proteins,Red Meat,Veal Sirloin Cooked,,"veal sirloin cooked, veal-sirloin-cooked",100,g,100,517,64.1,0,26.9,0,0,10.6,200,221,Meals / Prepared Food,curated,Veal Sirloin
2525,Proteins,Red Meat,Veal Sirloin Raw,,"veal sirloin raw, veal-sirloin-raw",100,g,100,689,86.5,0,35.4,0,0,15.2,300,354,Raw,curated,Veal Sirloin
2526,Proteins,Red Meat,Veal Spleen Cooked,,"veal spleen cooked, veal-spleen-cooked",100,g,100,445,83.1,0,10,0,0,3.3,200,1542,Meals / Prepared Food,curated,Veal Spleen
2527,Proteins,Red Meat,Veal Thymus Cooked,,"veal thymus cooked, veal-thymus-cooked",100,g,100,35,6.4,0,0.9,0,0,0.3,36,99,Meals / Prepared Food,curated,Veal Thymus
2528,Proteins,Red Meat,Veal Tongue Cooked,,"veal tongue cooked, veal-tongue-cooked",100,g,100,515,65.9,0,25.8,0,0,11.1,200,607,Meals / Prepared Food,curated,Veal Tongue
2529,Proteins,Red Meat,Yachtwurst Cooked,,"yachtwurst cooked, yachtwurst-cooked",100,g,100,150,8.3,0.8,12.7,0,0,4.4,500,36,Meals / Prepared Food,curated,Yachtwurst
2530,Proteins,Seafood,Abalone,,"abalone, abalones",100,g,100,89,14.5,5.1,0.6,0,0,0.1,300,72,Raw,curated,Abalone
2531,Proteins,Seafood,Alaska King Crab Cooked,,"alaska king crab cooked, alaska-king-crab-cooked",100,g,100,130,25.9,0,2.1,0,0,0.2,1400,71,Meals / Prepared Food,curated,Crab
2532,Proteins,Seafood,Alaska King Crab Raw,,"alaska king crab raw, alaska-king-crab-raw",100,g,100,144,31.5,0,1,0,0,0.2,1400,72,Raw,curated,Crab
2533,Proteins,Seafood,American Shad Cooked,,"american shad cooked, american-shad-cooked",100,g,100,363,31.3,0,25.4,0,0,0,43,138,Meals / Prepared Food,curated,American Shad
2534,Proteins,Seafood,American Shad Raw,,"american shad raw, american-shad-raw",100,g,100,362,31.2,0,25.3,0,0,5.8,1,138,Raw,curated,American Shad
2535,Proteins,Seafood,Anchovy Raw,,"anchovy raw, anchovy-raw",100,g,100,37,5.8,0,1.4,0,0,0.4,12,17,Raw,curated,Anchovy
2536,Proteins,Seafood,Atlantic Croaker Fried,,"atlantic croaker fried, atlantic-croaker-fried",100,g,100,192,15.8,6.6,11,0.3,0,3,300,73,Meals / Prepared Food,curated,Atlantic Croaker
2537,Proteins,Seafood,Atlantic Croaker Raw,,"atlantic croaker raw, atlantic-croaker-raw",100,g,100,82,14,0,2.5,0,0,0.9,14,48,Raw,curated,Atlantic Croaker
2538,Proteins,Seafood,Bass Cooked,,"bass cooked, bass-cooked",100,g,100,91,15,0,2.9,0,0,0.6,78,54,Meals / Prepared Food,curated,Bass
2539,Proteins,Seafood,Bass Raw,,"bass raw, bass-raw",100,g,100,90,14.9,0,2.9,0,0,0.6,55,54,Raw,curated,Bass
2540,Proteins,Seafood,Black Turtle Beans Cooked,,"black turtle beans cooked, black-turtle-beans-cooked",100,g,100,241,15.1,45,0.6,15.4,0.6,0.2,60,0,Meals / Prepared Food,curated,Green Beans
2541,Proteins,Seafood,Blue Crab Cooked,,"blue crab cooked, blue-crab-cooked",100,g,100,71,15.2,0,0.6,0,0,0.2,300,82,Meals / Prepared Food,curated,Crab
2542,Proteins,Seafood,Blue Crab Raw,,"blue crab raw, blue-crab-raw",100,g,100,18,3.8,0,0.2,0,0,0.1,79,16,Raw,curated,Crab
2543,Proteins,Seafood,Blue Mussels Cooked,,"blue mussels cooked, blue-mussels-cooked",100,g,100,344,47.6,14.8,9,0,0,1.7,700,112,Meals / Prepared Food,curated,Blue Mussels
2544,Proteins,Seafood,Blue Mussels Raw,,"blue mussels raw, blue-mussels-raw",100,g,100,129,17.9,5.5,3.4,0,0,0.6,400,42,Raw,curated,Blue Mussels
2545,Proteins,Seafood,Bluefin Tuna Cooked,,"bluefin tuna cooked, bluefin-tuna-cooked",100,g,100,276,44.9,0,9.4,0,0,2.4,20,74,Meals / Prepared Food,curated,Fish
2546,Proteins,Seafood,Bluefin Tuna Raw,,"bluefin tuna raw, bluefin-tuna-raw",100,g,100,41,6.6,0,1.4,0,0,0.4,13,11,Raw,curated,Fish
2547,Proteins,Seafood,Bluefish Cooked,,"bluefish cooked, bluefish-cooked",100,g,100,186,30.1,0,6.4,0,0,1.4,45,89,Meals / Prepared Food,curated,Bluefish
2548,Proteins,Seafood,Bluefish Raw,,"bluefish raw, bluefish-raw",100,g,100,186,30.1,0,6.4,0,0,1.4,28,88,Raw,curated,Bluefish
2549,Proteins,Seafood,Burbot Cooked,,"burbot cooked, burbot-cooked",100,g,100,104,22.3,0,0.9,0,0,0.2,100,69,Meals / Prepared Food,curated,Burbot
2550,Proteins,Seafood,Burbot Raw,,"burbot raw, burbot-raw",100,g,100,104,22.4,0,0.9,0,0,0.2,100,70,Raw,curated,Burbot
2551,Proteins,Seafood,Butterfish Cooked,,"butterfish cooked, butterfish-cooked",100,g,100,47,5.5,0,2.6,0,0,0,42,21,Meals / Prepared Food,curated,Butterfish
2552,Proteins,Seafood,Butterfish Raw,,"butterfish raw, butterfish-raw",100,g,100,47,5.5,0,2.6,0,0,1.1,72,21,Meals / Prepared Food,curated,Butterfish
2553,Proteins,Seafood,Carp Cooked,,"carp cooked, carp-cooked",100,g,100,275,38.9,0,12.2,0,0,2.4,100,143,Meals / Prepared Food,curated,Carp
2554,Proteins,Seafood,Carp Raw,,"carp raw, carp-raw",100,g,100,277,38.9,0,12.2,0,0,2.4,100,144,Raw,curated,Carp
2555,Proteins,Seafood,Catfish Cooked,,"catfish cooked, catfish-cooked",100,g,100,206,26.4,0,10.3,0,0,2.3,200,94,Meals / Prepared Food,curated,Catfish
2556,Proteins,Seafood,Catfish Fried,,"catfish fried, catfish-fried",100,g,100,199,15.7,7,11.6,0.6,0,2.9,200,62,Meals / Prepared Food,curated,Catfish
2557,Proteins,Seafood,Catfish Raw,,"catfish raw, catfish-raw",100,g,100,189,24.2,0,9.4,0,0,2.1,200,88,Raw,curated,Catfish
2558,Proteins,Seafood,Caviar,,"caviar, caviars",100,g,100,42,3.9,0.6,2.9,0,0,0.6,200,94,Raw,curated,Caviar
2559,Proteins,Seafood,Chinook Salmon Cooked,,"chinook salmon cooked, chinook-salmon-cooked",100,g,100,711,79.2,0,41.2,0,0,9.9,200,262,Meals / Prepared Food,curated,Fish
2560,Proteins,Seafood,Chinook Salmon Raw,,"chinook salmon raw, chinook-salmon-raw",100,g,100,709,78.9,0,41.3,0,0,12.3,200,198,Raw,curated,Fish
2561,Proteins,Seafood,Chinook Salmon Smoked,,"chinook salmon smoked, chinook-salmon-smoked",100,g,100,159,24.9,0,5.9,0,0,1.3,1100,31,Meals / Prepared Food,curated,Fish
2562,Proteins,Seafood,Chum Salmon Canned,,"chum salmon canned, chum-salmon-canned",100,g,100,520,79.1,0,20.3,0,0,5.5,300,144,Meals / Prepared Food,curated,Fish
